from_airport_code,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
PVG,China,XIY,China,Airbus A321,MU,[China Eastern],MU9644,2022-07-29 11:20:00,2022-07-29 14:05:00,165,0,358.00,USD,174000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,MU,[China Eastern],MU2232,2022-07-29 21:05:00,2022-07-29 23:45:00,160,0,358.00,USD,162000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320neo,HO,[Juneyao Airlines],HO1007,2022-07-29 08:00:00,2022-07-29 10:45:00,165,0,,USD,129000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A321,CA,[Air China],CA8325,2022-07-29 08:30:00,2022-07-29 11:00:00,150,0,,USD,175000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,HO,[Juneyao Airlines],HO1211,2022-07-29 11:10:00,2022-07-29 13:55:00,165,0,,USD,125000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,9C,[Spring],9C6401,2022-07-29 19:10:00,2022-07-29 21:45:00,155,0,,USD,149000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A330,CZ,[China Southern],CZ5791,2022-08-28 10:00:00,2022-08-28 12:35:00,155,0,253.00,USD,194000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Boeing 737,HU,[Hainan],HU7846,2022-08-28 12:10:00,2022-08-28 14:45:00,155,0,273.00,USD,165000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Boeing 737,HU,[Hainan],HU7842,2022-08-28 19:05:00,2022-08-28 21:50:00,165,0,273.00,USD,165000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,3U,[Sichuan Airlines],3U8212,2022-08-28 20:55:00,2022-08-28 23:30:00,155,0,339.00,USD,156000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A321,MU,[China Eastern],MU2335,2022-08-28 06:45:00,2022-08-28 09:30:00,165,0,341.00,USD,174000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A321,MU,[China Eastern],MU9644,2022-08-28 11:20:00,2022-08-28 14:05:00,165,0,358.00,USD,174000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,MU,[China Eastern],MU2232,2022-08-28 21:05:00,2022-08-28 23:45:00,160,0,358.00,USD,162000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320neo,HO,[Juneyao Airlines],HO1007,2022-08-28 08:00:00,2022-08-28 10:45:00,165,0,,USD,129000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A321,CA,[Air China],CA8325,2022-08-28 08:30:00,2022-08-28 11:00:00,150,0,,USD,175000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,HO,[Juneyao Airlines],HO1211,2022-08-28 11:10:00,2022-08-28 13:55:00,165,0,,USD,125000,,,2022-04-29 17:52:59
PVG,China,XIY,China,Airbus A320,9C,[Spring],9C6401,2022-08-28 19:10:00,2022-08-28 21:45:00,155,0,,USD,149000,,,2022-04-29 17:52:59
PVG,China,SYD,Australia,Boeing 777,MU,[China Eastern],MU561,2022-05-03 20:20:00,2022-05-04 09:00:00,640,0,2199.00,USD,892000,918000,-2%,2022-04-29 17:52:59
PVG,China,FRA,Germany,Airbus A350,CA,[Air China],CA935,2022-05-07 11:35:00,2022-05-07 17:20:00,705,0,,USD,719000,1138000,-36%,2022-04-29 17:52:59
PVG,China,FRA,Germany,Boeing 777,MU,[China Eastern],MU219,2022-05-30 00:05:00,2022-05-30 06:05:00,720,0,1695.00,USD,1019000,1138000,-10%,2022-04-29 17:52:59
PVG,China,FRA,Germany,Boeing 747,LH,[Lufthansa],LH729,2022-07-29 23:50:00,2022-07-30 07:25:00,815,0,1051.00,USD,877000,1138000,-22%,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,AQ,[9 Air],AQ1300,2022-05-01 22:55:00,2022-05-02 01:50:00,175,0,,USD,,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-05-01 23:15:00,2022-05-02 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,AQ,[9 Air],AQ1300,2022-05-03 22:55:00,2022-05-04 01:40:00,165,0,,USD,,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-05-03 23:15:00,2022-05-04 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321neo,CZ,[China Southern],CZ8212,2022-05-07 22:00:00,2022-05-08 00:30:00,150,0,318.00,USD,129000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9305,2022-05-07 09:05:00,2022-05-07 11:30:00,145,0,347.00,USD,137000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,AQ,[9 Air],AQ1300,2022-05-07 22:55:00,2022-05-08 01:40:00,165,0,,USD,,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-05-07 23:15:00,2022-05-08 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7232,2022-05-15 08:00:00,2022-05-15 10:35:00,155,0,293.00,USD,159000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7332,2022-05-15 10:25:00,2022-05-15 12:55:00,150,0,293.00,USD,153000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CZ,[China Southern],CZ3549,2022-05-15 06:55:00,2022-05-15 09:25:00,150,0,318.00,USD,158000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CZ,[China Southern],CZ3585,2022-05-15 18:15:00,2022-05-15 20:45:00,150,0,318.00,USD,186000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321neo,CZ,[China Southern],CZ8212,2022-05-15 22:00:00,2022-05-16 00:30:00,150,0,318.00,USD,129000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9305,2022-05-15 09:05:00,2022-05-15 11:30:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9326,2022-05-15 13:55:00,2022-05-15 16:30:00,155,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9315,2022-05-15 16:25:00,2022-05-15 18:50:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9319,2022-05-15 21:55:00,2022-05-16 00:40:00,165,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CA,[Air China],CA1865,2022-05-15 17:05:00,2022-05-15 19:40:00,155,0,,USD,168000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,AQ,[9 Air],AQ1300,2022-05-15 22:55:00,2022-05-16 01:50:00,175,0,,USD,,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-05-15 23:15:00,2022-05-16 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,ZH,[Shenzhen],ZH9980,2022-05-30 13:25:00,2022-05-30 16:10:00,165,0,184.00,USD,161000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,ZH,[Shenzhen],ZH9532,2022-05-30 19:25:00,2022-05-30 22:10:00,165,0,184.00,USD,161000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7232,2022-05-30 08:00:00,2022-05-30 10:35:00,155,0,293.00,USD,159000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7332,2022-05-30 10:25:00,2022-05-30 12:55:00,150,0,293.00,USD,153000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3549,2022-05-30 06:55:00,2022-05-30 09:25:00,150,0,318.00,USD,158000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3585,2022-05-30 18:15:00,2022-05-30 20:45:00,150,0,318.00,USD,186000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321neo,CZ,[China Southern],CZ8212,2022-05-30 22:00:00,2022-05-31 00:30:00,150,0,318.00,USD,129000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9305,2022-05-30 09:05:00,2022-05-30 11:30:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9326,2022-05-30 13:55:00,2022-05-30 16:30:00,155,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9315,2022-05-30 16:25:00,2022-05-30 18:50:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9319,2022-05-30 21:55:00,2022-05-31 00:40:00,165,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CA,[Air China],CA1865,2022-05-30 17:05:00,2022-05-30 19:40:00,155,0,,USD,168000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,AQ,[9 Air],AQ1300,2022-05-30 22:55:00,2022-05-31 01:50:00,175,0,,USD,,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-05-30 23:15:00,2022-05-31 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7332,2022-07-29 10:25:00,2022-07-29 12:55:00,150,0,293.00,USD,153000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3585,2022-07-29 18:15:00,2022-07-29 20:45:00,150,0,318.00,USD,186000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9305,2022-07-29 09:05:00,2022-07-29 11:30:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CA,[Air China],CA1865,2022-07-29 17:05:00,2022-07-29 19:40:00,155,0,,USD,168000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-07-29 23:15:00,2022-07-30 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7232,2022-07-29 08:00:00,2022-07-29 10:35:00,155,0,293.00,USD,159000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3549,2022-07-29 06:55:00,2022-07-29 09:25:00,150,0,318.00,USD,158000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321neo,CZ,[China Southern],CZ8212,2022-07-29 22:00:00,2022-07-30 00:30:00,150,0,318.00,USD,129000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9326,2022-07-29 13:55:00,2022-07-29 16:30:00,155,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9315,2022-07-29 16:25:00,2022-07-29 18:50:00,145,0,347.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9319,2022-07-29 21:55:00,2022-07-30 00:40:00,165,0,347.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7332,2022-08-28 10:25:00,2022-08-28 12:55:00,150,0,293.00,USD,153000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3585,2022-08-28 18:15:00,2022-08-28 20:45:00,150,0,318.00,USD,186000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9315,2022-08-28 16:25:00,2022-08-28 18:50:00,145,0,332.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321,CA,[Air China],CA1865,2022-08-28 17:05:00,2022-08-28 19:40:00,155,0,,USD,168000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A320,9C,[Spring],9C6685,2022-08-28 23:15:00,2022-08-29 01:45:00,150,0,,USD,143000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,HU,[Hainan],HU7232,2022-08-28 08:00:00,2022-08-28 10:35:00,155,0,293.00,USD,159000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A330,CZ,[China Southern],CZ3549,2022-08-28 06:55:00,2022-08-28 09:25:00,150,0,318.00,USD,158000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Airbus A321neo,CZ,[China Southern],CZ8212,2022-08-28 22:00:00,2022-08-29 00:30:00,150,0,318.00,USD,129000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9305,2022-08-28 09:05:00,2022-08-28 11:30:00,145,0,332.00,USD,140000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9326,2022-08-28 13:55:00,2022-08-28 16:30:00,155,0,332.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,CAN,China,Boeing 737,FM,[Shanghai Airlines],FM9319,2022-08-28 21:55:00,2022-08-29 00:40:00,165,0,332.00,USD,155000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-05-03 20:40:00,2022-05-03 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-05-07 20:40:00,2022-05-07 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-05-15 20:40:00,2022-05-15 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1884,2022-05-15 16:10:00,2022-05-15 18:35:00,145,0,,USD,123000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-05-30 20:40:00,2022-05-30 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1884,2022-05-30 16:10:00,2022-05-30 18:35:00,145,0,,USD,171000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1836,2022-05-30 19:00:00,2022-05-30 21:35:00,155,0,,USD,123000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-07-29 20:40:00,2022-07-29 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1884,2022-07-29 16:10:00,2022-07-29 18:35:00,145,0,,USD,171000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1836,2022-07-29 19:00:00,2022-07-29 21:35:00,155,0,,USD,123000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Boeing 737,HU,[Hainan],HU7614,2022-08-28 20:40:00,2022-08-28 23:15:00,155,0,320.00,USD,143000,,,2022-04-29 17:52:59
PVG,China,PEK,China,Airbus A330,CA,[Air China],CA1884,2022-08-28 16:10:00,2022-08-28 18:35:00,145,0,,USD,171000,,,2022-04-29 17:52:59
PVG,China,HND,Japan,Boeing 787,NH,[ANA],NH968,2022-07-29 01:35:00,2022-07-29 05:30:00,175,0,1533.00,USD,175000,259000,-32%,2022-04-29 17:52:59
PVG,China,HND,Japan,Boeing 787,NH,[ANA],NH972,2022-07-29 08:25:00,2022-07-29 12:20:00,175,0,1533.00,USD,175000,259000,-32%,2022-04-29 17:52:59
PVG,China,HND,Japan,Boeing 787,NH,[ANA],NH968,2022-08-28 01:35:00,2022-08-28 05:30:00,175,0,1533.00,USD,175000,259000,-32%,2022-04-29 17:52:59
PVG,China,HND,Japan,Boeing 787,NH,[ANA],NH972,2022-08-28 08:25:00,2022-08-28 12:20:00,175,0,1533.00,USD,175000,259000,-32%,2022-04-29 17:52:59
PVG,China,KUL,Malaysia,Boeing 787,FM,[Shanghai Airlines],FM885,2022-05-01 08:55:00,2022-05-01 14:50:00,355,0,546.00,USD,370000,481000,-23%,2022-04-29 17:52:59
PVG,China,KUL,Malaysia,Boeing 787,FM,[Shanghai Airlines],FM885,2022-05-15 08:55:00,2022-05-15 14:50:00,355,0,459.00,USD,370000,481000,-23%,2022-04-29 17:52:59
PVG,China,KUL,Malaysia,Boeing 737,FM,[Shanghai Airlines],FM885,2022-08-28 08:55:00,2022-08-28 14:50:00,355,0,436.00,USD,412000,481000,-14%,2022-04-29 17:52:59
PVG,China,AMS,Netherlands,Boeing 777,MU,[China Eastern],MU771,2022-05-01 00:40:00,2022-05-01 06:55:00,735,0,745.00,USD,1027000,1094000,-6%,2022-04-29 17:52:59
PVG,China,AMS,Netherlands,Boeing 777,MU,[China Eastern],MU771,2022-05-15 00:40:00,2022-05-15 06:55:00,735,0,745.00,USD,1027000,1094000,-6%,2022-04-29 17:52:59
PVG,China,BKK,Thailand,Airbus A320,9C,[Spring],9C6465,2022-05-03 09:55:00,2022-05-03 13:15:00,260,0,,USD,297000,436000,-31%,2022-04-29 17:52:59
PVG,China,AMS,Netherlands,Boeing 777,MU,[China Eastern],MU771,2022-08-28 00:40:00,2022-08-28 06:35:00,715,0,3052.00,USD,1027000,1094000,-6%,2022-04-29 17:52:59
PVG,China,BKK,Thailand,Airbus A320,MU,[China Eastern],MU541,2022-05-15 08:25:00,2022-05-15 12:30:00,305,0,616.00,USD,323000,436000,-25%,2022-04-29 17:52:59
PVG,China,ADD,Ethiopia,Boeing 777,ET,[Ethiopian],ET685,2022-05-03 23:30:00,2022-05-04 06:00:00,690,0,1914.00,USD,1045000,,,2022-04-29 17:52:59
PVG,China,BKK,Thailand,Airbus A320,MU,[China Eastern],MU541,2022-08-28 08:25:00,2022-08-28 12:30:00,305,0,1450.00,USD,323000,436000,-25%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 787-10,NH,[ANA],NH920,2022-05-01 13:50:00,2022-05-01 17:40:00,170,0,1533.00,USD,183000,259000,-29%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Airbus A320,9C,[Spring],9C6217,2022-05-01 13:55:00,2022-05-01 17:55:00,180,0,,USD,194000,259000,-24%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Airbus A320,9C,[Spring],9C6217,2022-05-15 13:55:00,2022-05-15 17:55:00,180,0,,USD,194000,259000,-24%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 777,MU,[China Eastern],MU523,2022-07-29 09:05:00,2022-07-29 12:50:00,165,0,1525.00,USD,225000,259000,-12%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 767,NH,[ANA],NH922,2022-07-29 10:55:00,2022-07-29 15:00:00,185,0,1533.00,USD,216000,259000,-16%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 787-10,NH,[ANA],NH920,2022-07-29 13:05:00,2022-07-29 16:55:00,170,0,1533.00,USD,183000,259000,-29%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 787,NH,[ANA],NH960,2022-07-29 17:05:00,2022-07-29 21:10:00,185,0,1533.00,USD,179000,259000,-30%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 787-10,NH,[ANA],NH920,2022-08-28 13:50:00,2022-08-28 17:40:00,170,0,849.00,USD,183000,259000,-29%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 767,NH,[ANA],NH922,2022-08-28 10:55:00,2022-08-28 15:00:00,185,0,1533.00,USD,216000,259000,-16%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Boeing 787,NH,[ANA],NH960,2022-08-28 17:05:00,2022-08-28 21:10:00,185,0,1533.00,USD,179000,259000,-30%,2022-04-29 17:52:59
PVG,China,NRT,Japan,Airbus A320,9C,[Spring],9C6217,2022-08-28 13:55:00,2022-08-28 17:55:00,180,0,,USD,194000,259000,-24%,2022-04-29 17:52:59
PVG,China,SIN,Singapore,Airbus A380,SQ,[Singapore Airlines],SQ833,2022-05-30 16:50:00,2022-05-30 22:20:00,330,0,892.00,USD,469000,466000,0%,2022-04-29 17:52:59
PVG,China,SIN,Singapore,Airbus A321neo,HO,[Juneyao Airlines],HO1605,2022-07-29 08:45:00,2022-07-29 14:15:00,330,0,,USD,365000,466000,-21%,2022-04-29 17:52:59
PVG,China,JFK,United States,Boeing 777,MU,[China Eastern],MU587,2022-05-03 11:30:00,2022-05-03 14:25:00,895,0,2761.00,USD,1369000,1313000,4%,2022-04-29 17:52:59
PVG,China,JFK,United States,Boeing 777,MU,[China Eastern],MU587,2022-05-30 11:30:00,2022-05-30 14:25:00,895,0,2761.00,USD,1369000,1313000,4%,2022-04-29 17:52:59
PVG,China,ICN,South Korea,Airbus A320,9C,[Spring],9C8569,2022-05-30 15:50:00,2022-05-30 18:55:00,125,0,,USD,109000,371000,-70%,2022-04-29 17:52:59
PVG,China,ICN,South Korea,Boeing 777,MU,[China Eastern],MU5041,2022-07-29 10:50:00,2022-07-29 13:55:00,125,0,693.00,USD,122000,371000,-67%,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,3U,[Sichuan Airlines],3U8912,2022-05-01 10:55:00,2022-05-01 13:55:00,180,0,208.00,USD,194000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU6172,2022-05-01 13:15:00,2022-05-01 16:05:00,170,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU5496,2022-05-01 20:30:00,2022-05-01 23:30:00,180,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321neo,CA,[Air China],CA4520,2022-05-01 10:55:00,2022-05-01 14:05:00,190,0,,USD,162000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA1741,2022-05-01 07:45:00,2022-05-01 10:35:00,170,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA8513,2022-05-01 08:55:00,2022-05-01 11:55:00,180,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA1779,2022-05-01 15:10:00,2022-05-01 18:05:00,175,0,,USD,200000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA8581,2022-05-01 18:30:00,2022-05-01 21:35:00,185,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321,CA,[Air China],CA4534,2022-05-01 22:30:00,2022-05-02 01:35:00,185,0,,USD,200000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,3U,[Sichuan Airlines],3U8918,2022-05-03 19:05:00,2022-05-03 22:05:00,180,0,208.00,USD,150000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU6172,2022-05-03 13:15:00,2022-05-03 16:05:00,170,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU5496,2022-05-03 20:30:00,2022-05-03 23:30:00,180,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU6092,2022-05-03 21:30:00,2022-05-04 00:25:00,175,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321neo,CA,[Air China],CA4520,2022-05-03 10:55:00,2022-05-03 14:05:00,190,0,,USD,162000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA1741,2022-05-03 07:45:00,2022-05-03 10:35:00,170,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA8513,2022-05-03 08:55:00,2022-05-03 11:55:00,180,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA1779,2022-05-03 15:10:00,2022-05-03 18:05:00,175,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA8581,2022-05-03 18:30:00,2022-05-03 21:35:00,185,0,,USD,189000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321neo,CA,[Air China],CA4534,2022-05-03 22:30:00,2022-05-04 01:35:00,185,0,,USD,162000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321 (Sharklets),3U,[Sichuan Airlines],3U8920,2022-05-07 09:00:00,2022-05-07 11:55:00,175,0,208.00,USD,186000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321,3U,[Sichuan Airlines],3U8912,2022-05-07 10:55:00,2022-05-07 13:55:00,180,0,231.00,USD,150000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A330,3U,[Sichuan Airlines],3U8918,2022-05-07 19:05:00,2022-05-07 22:05:00,180,0,231.00,USD,190000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU6172,2022-05-07 13:15:00,2022-05-07 16:05:00,170,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A321,CA,[Air China],CA4520,2022-05-07 10:55:00,2022-05-07 14:05:00,190,0,,USD,200000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,EU,[Chengdu Airlines],EU2260,2022-05-07 20:45:00,2022-05-07 23:55:00,190,0,,USD,166000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU5496,2022-05-07 20:30:00,2022-05-07 23:30:00,180,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,MU,[China Eastern],MU6092,2022-05-07 21:30:00,2022-05-08 00:25:00,175,0,394.00,USD,191000,,,2022-04-29 17:52:59
HGH,China,CTU,China,Airbus A320,CA,[Air China],CA1741,2022-05-07 07:45:00,2022-05-07 10:35:00,170,0,,USD,189000,,,2022-04-29 17:52:59
