from_airport_code,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS513,2022-05-02 15:25:00,2022-05-02 16:50:00,85,0,374.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS511,2022-05-02 08:05:00,2022-05-02 09:30:00,85,0,374.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS515,2022-05-02 18:25:00,2022-05-02 19:50:00,85,0,374.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS517,2022-05-02 20:35:00,2022-05-02 22:00:00,85,0,374.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A321 (Sharklets),FR,[Ryanair],FR9215,2022-05-06 07:20:00,2022-05-06 08:45:00,85,0,113.00,USD,99000,133000,-25%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS511,2022-05-06 08:05:00,2022-05-06 09:30:00,85,0,197.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS513,2022-05-06 15:25:00,2022-05-06 16:50:00,85,0,197.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS517,2022-05-06 20:35:00,2022-05-06 22:00:00,85,0,197.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS515,2022-05-06 18:25:00,2022-05-06 19:50:00,85,0,458.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A321 (Sharklets),FR,[Ryanair],FR9215,2022-05-14 07:10:00,2022-05-14 08:35:00,85,0,69.00,USD,99000,133000,-25%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS511,2022-05-14 08:05:00,2022-05-14 09:30:00,85,0,154.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS513,2022-05-14 15:25:00,2022-05-14 16:50:00,85,0,154.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS515,2022-05-14 18:25:00,2022-05-14 19:50:00,85,0,154.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Boeing 737,FR,[Ryanair],FR9215,2022-05-29 07:20:00,2022-05-29 08:45:00,85,0,21.00,USD,93000,133000,-30%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Boeing 737,FR,[Ryanair],FR214,2022-05-29 18:40:00,2022-05-29 20:05:00,85,0,95.00,USD,93000,133000,-30%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS513,2022-05-29 15:25:00,2022-05-29 16:50:00,85,0,257.00,USD,163000,133000,22%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS511,2022-05-29 08:05:00,2022-05-29 09:30:00,85,0,257.00,USD,163000,133000,22%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS515,2022-05-29 18:25:00,2022-05-29 19:50:00,85,0,257.00,USD,163000,133000,22%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS517,2022-05-29 20:35:00,2022-05-29 22:00:00,85,0,257.00,USD,139000,133000,5%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A321 (Sharklets),FR,[Ryanair],FR9215,2022-07-28 06:30:00,2022-07-28 07:55:00,85,0,51.00,USD,99000,133000,-25%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS511,2022-07-28 08:05:00,2022-07-28 09:30:00,85,0,103.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS513,2022-07-28 13:35:00,2022-07-28 15:00:00,85,0,103.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS515,2022-07-28 18:25:00,2022-07-28 19:50:00,85,0,103.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS517,2022-07-28 20:35:00,2022-07-28 22:00:00,85,0,103.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A220-300 Passenger,MS,[EgyptAir],MS798,2022-04-30 15:30:00,2022-04-30 18:50:00,200,0,331.00,USD,224000,300000,-25%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A320,OS,[Austrian],OS865,2022-04-30 22:15:00,2022-05-01 01:40:00,205,0,361.00,USD,247000,300000,-17%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A320,OS,[Austrian],OS863,2022-04-30 11:20:00,2022-04-30 14:45:00,205,0,496.00,USD,247000,300000,-17%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A321 (Sharklets),FR,[Ryanair],FR9215,2022-08-27 07:10:00,2022-08-27 08:35:00,85,0,48.00,USD,99000,133000,-25%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS511,2022-08-27 08:05:00,2022-08-27 09:30:00,85,0,103.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Airbus A320,OS,[Austrian],OS515,2022-08-27 18:25:00,2022-08-27 19:50:00,85,0,103.00,USD,93000,133000,-29%,2022-04-29 17:52:59
VIE,Austria,MXP,Italy,Embraer 195,OS,[Austrian],OS517,2022-08-27 20:35:00,2022-08-27 22:00:00,85,0,123.00,USD,109000,133000,-18%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS863,2022-05-02 11:20:00,2022-05-02 14:45:00,205,0,361.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS865,2022-05-02 22:15:00,2022-05-03 01:40:00,205,0,361.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A220-300 Passenger,MS,[EgyptAir],MS798,2022-05-06 15:30:00,2022-05-06 18:50:00,200,0,322.00,USD,224000,300000,-25%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS863,2022-05-06 11:20:00,2022-05-06 14:45:00,205,0,428.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS865,2022-05-06 22:15:00,2022-05-07 01:40:00,205,0,428.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS863,2022-05-14 11:20:00,2022-05-14 14:45:00,205,0,290.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS865,2022-05-14 22:15:00,2022-05-15 01:40:00,205,0,290.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Boeing 737,MS,[EgyptAir],MS798,2022-05-14 15:30:00,2022-05-14 18:50:00,200,0,360.00,USD,279000,300000,-6%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A220-300 Passenger,MS,[EgyptAir],MS798,2022-05-29 15:30:00,2022-05-29 18:50:00,200,0,262.00,USD,224000,300000,-25%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A220-300 Passenger,MS,[EgyptAir],MS798,2022-07-28 15:30:00,2022-07-28 18:50:00,200,0,297.00,USD,224000,300000,-25%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS863,2022-07-28 11:20:00,2022-07-28 14:45:00,205,0,361.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A220-300 Passenger,MS,[EgyptAir],MS798,2022-08-27 15:30:00,2022-08-27 18:50:00,200,0,266.00,USD,224000,300000,-25%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS863,2022-08-27 11:20:00,2022-08-27 14:45:00,205,0,290.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,CAI,Egypt,Airbus A321,OS,[Austrian],OS865,2022-08-27 22:15:00,2022-08-28 01:40:00,205,0,290.00,USD,269000,300000,-10%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320neo,LH,[Lufthansa],LH1239,2022-04-30 14:10:00,2022-04-30 15:35:00,85,0,449.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-04-30 15:10:00,2022-04-30 16:40:00,90,0,449.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-04-30 17:10:00,2022-04-30 18:40:00,90,0,449.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321neo,LH,[Lufthansa],LH1243,2022-04-30 19:10:00,2022-04-30 20:35:00,85,0,449.00,USD,76000,89000,-14%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-04-30 20:10:00,2022-04-30 21:40:00,90,0,449.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1239,2022-05-02 14:10:00,2022-05-02 15:35:00,85,0,375.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-05-02 15:10:00,2022-05-02 16:40:00,90,0,375.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-05-02 17:10:00,2022-05-02 18:40:00,90,0,375.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321neo,LH,[Lufthansa],LH1243,2022-05-02 19:10:00,2022-05-02 20:35:00,85,0,385.00,USD,76000,89000,-14%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-05-02 20:10:00,2022-05-02 21:40:00,90,0,449.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321neo,LH,[Lufthansa],LH1235,2022-05-02 11:10:00,2022-05-02 12:35:00,85,0,523.00,USD,76000,89000,-14%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1247,2022-05-02 06:10:00,2022-05-02 07:35:00,85,0,612.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-05-02 09:10:00,2022-05-02 10:35:00,85,0,612.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS129,2022-05-02 10:10:00,2022-05-02 11:40:00,90,0,612.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,OS,[Austrian],OS121,2022-05-02 07:10:00,2022-05-02 08:40:00,90,0,691.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1243,2022-05-06 19:10:00,2022-05-06 20:35:00,85,0,375.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-05-06 20:10:00,2022-05-06 21:40:00,90,0,375.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1247,2022-05-06 06:10:00,2022-05-06 07:35:00,85,0,375.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS121,2022-05-06 07:10:00,2022-05-06 08:40:00,90,0,375.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1235,2022-05-06 11:10:00,2022-05-06 12:35:00,85,0,375.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-05-06 09:10:00,2022-05-06 10:35:00,85,0,523.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS129,2022-05-06 10:10:00,2022-05-06 11:40:00,90,0,523.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1239,2022-05-06 14:10:00,2022-05-06 15:35:00,85,0,523.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-05-06 15:10:00,2022-05-06 16:40:00,90,0,523.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-05-06 17:10:00,2022-05-06 18:40:00,90,0,523.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1239,2022-05-14 14:10:00,2022-05-14 15:35:00,85,0,242.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-05-14 15:10:00,2022-05-14 16:40:00,90,0,242.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-05-14 17:10:00,2022-05-14 18:40:00,90,0,242.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321neo,LH,[Lufthansa],LH1243,2022-05-14 19:10:00,2022-05-14 20:35:00,85,0,242.00,USD,76000,89000,-14%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-05-14 20:10:00,2022-05-14 21:40:00,90,0,242.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1247,2022-05-14 06:10:00,2022-05-14 07:35:00,85,0,239.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS121,2022-05-14 07:10:00,2022-05-14 08:40:00,90,0,279.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-05-14 09:10:00,2022-05-14 10:35:00,85,0,301.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS129,2022-05-14 10:10:00,2022-05-14 11:40:00,90,0,375.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Canadair RJ 900,LH,[Lufthansa],LH1235,2022-05-14 11:10:00,2022-05-14 12:35:00,85,0,507.00,USD,122000,89000,36%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-05-29 15:10:00,2022-05-29 16:40:00,90,0,168.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-05-29 20:10:00,2022-05-29 21:40:00,90,0,168.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-05-29 09:10:00,2022-05-29 10:35:00,85,0,301.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,OS,[Austrian],OS121,2022-05-29 07:10:00,2022-05-29 08:40:00,90,0,242.00,USD,96000,89000,7%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1247,2022-05-29 06:10:00,2022-05-29 07:35:00,85,0,292.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,OS,[Austrian],OS129,2022-05-29 10:10:00,2022-05-29 11:40:00,90,0,301.00,USD,96000,89000,7%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-05-29 17:10:00,2022-05-29 18:40:00,90,0,340.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1243,2022-05-29 19:10:00,2022-05-29 20:35:00,85,0,435.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320neo,LH,[Lufthansa],LH1239,2022-05-29 14:10:00,2022-05-29 15:35:00,85,0,523.00,USD,72000,89000,-19%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1235,2022-05-29 11:10:00,2022-05-29 12:35:00,85,0,585.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320neo,LH,[Lufthansa],LH1235,2022-07-28 11:10:00,2022-07-28 12:35:00,85,0,114.00,USD,72000,89000,-19%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS131,2022-07-28 15:10:00,2022-07-28 16:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-07-28 17:10:00,2022-07-28 18:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-07-28 20:10:00,2022-07-28 21:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1239,2022-07-28 14:10:00,2022-07-28 15:35:00,85,0,143.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1247,2022-07-28 06:10:00,2022-07-28 07:35:00,85,0,146.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,OS,[Austrian],OS121,2022-07-28 07:10:00,2022-07-28 08:40:00,90,0,146.00,USD,96000,89000,7%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-07-28 09:10:00,2022-07-28 10:35:00,85,0,146.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS129,2022-07-28 10:10:00,2022-07-28 11:40:00,90,0,146.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A319,LH,[Lufthansa],LH1243,2022-07-28 19:10:00,2022-07-28 20:35:00,85,0,436.00,USD,106000,89000,19%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS129,2022-08-27 10:10:00,2022-08-27 11:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1239,2022-08-27 14:10:00,2022-08-27 15:35:00,85,0,124.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS125,2022-08-27 17:10:00,2022-08-27 18:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,LH,[Lufthansa],LH1247,2022-08-27 06:10:00,2022-08-27 07:35:00,85,0,124.00,USD,90000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,OS,[Austrian],OS121,2022-08-27 07:10:00,2022-08-27 08:40:00,90,0,124.00,USD,96000,89000,7%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321,LH,[Lufthansa],LH1233,2022-08-27 09:10:00,2022-08-27 10:35:00,85,0,124.00,USD,95000,89000,5%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A321neo,LH,[Lufthansa],LH1243,2022-08-27 19:10:00,2022-08-27 20:35:00,85,0,124.00,USD,76000,89000,-14%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A320,OS,[Austrian],OS127,2022-08-27 20:10:00,2022-08-27 21:40:00,90,0,124.00,USD,89000,89000,0%,2022-04-29 17:52:59
VIE,Austria,FRA,Germany,Airbus A319,LH,[Lufthansa],LH1235,2022-08-27 11:10:00,2022-08-27 12:35:00,85,0,140.00,USD,106000,89000,19%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321,OS,[Austrian],OS803,2022-04-30 22:05:00,2022-05-01 01:10:00,125,0,226.00,USD,162000,208000,-21%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320neo,A3,[Aegean],A3861,2022-04-30 10:25:00,2022-04-30 13:30:00,125,0,237.00,USD,124000,208000,-40%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-04-30 09:35:00,2022-04-30 12:45:00,130,0,319.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321 (Sharklets),FR,[Ryanair],FR7285,2022-05-02 06:20:00,2022-05-02 09:30:00,130,0,101.00,USD,160000,208000,-22%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,A3,[Aegean],A3861,2022-05-02 10:25:00,2022-05-02 13:30:00,125,0,183.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321,OS,[Austrian],OS803,2022-05-02 22:05:00,2022-05-03 01:10:00,125,0,240.00,USD,162000,208000,-21%,2022-04-29 17:52:59
VIE,Austria,NRT,Japan,Boeing 777,OS,[Austrian],OS51,2022-07-28 13:30:00,2022-07-29 07:30:00,660,0,1612.00,USD,962000,1030000,-6%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321 (Sharklets),FR,[Ryanair],FR7285,2022-05-06 07:00:00,2022-05-06 10:10:00,130,0,87.00,USD,160000,208000,-22%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS803,2022-05-06 22:05:00,2022-05-07 01:10:00,125,0,182.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,A3,[Aegean],A3863,2022-05-06 17:55:00,2022-05-06 21:05:00,130,0,183.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-05-06 09:35:00,2022-05-06 12:45:00,130,0,321.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,NRT,Japan,Boeing 777,OS,[Austrian],OS51,2022-08-27 13:30:00,2022-08-28 07:30:00,660,0,1612.00,USD,962000,1030000,-6%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321 (Sharklets),FR,[Ryanair],FR7285,2022-05-14 16:35:00,2022-05-14 19:45:00,130,0,74.00,USD,160000,208000,-22%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS803,2022-05-14 22:05:00,2022-05-15 01:10:00,125,0,112.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,A3,[Aegean],A3861,2022-05-14 10:25:00,2022-05-14 13:30:00,125,0,207.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-05-14 09:35:00,2022-05-14 12:45:00,130,0,209.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Boeing 737,FR,[Ryanair],FR7285,2022-05-29 07:15:00,2022-05-29 10:25:00,130,0,45.00,USD,149000,208000,-28%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS803,2022-05-29 22:05:00,2022-05-30 01:10:00,125,0,112.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,A3,[Aegean],A3863,2022-05-29 17:55:00,2022-05-29 21:05:00,130,0,138.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-05-29 09:35:00,2022-05-29 12:45:00,130,0,271.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321 (Sharklets),FR,[Ryanair],FR7285,2022-07-28 13:25:00,2022-07-28 16:35:00,130,0,93.00,USD,160000,208000,-22%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320neo,A3,[Aegean],A3861,2022-07-28 10:25:00,2022-07-28 13:30:00,125,0,102.00,USD,124000,208000,-40%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-07-28 09:35:00,2022-07-28 12:45:00,130,0,112.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS803,2022-07-28 22:05:00,2022-07-29 01:10:00,125,0,117.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A321 (Sharklets),FR,[Ryanair],FR7285,2022-08-27 16:35:00,2022-08-27 19:45:00,130,0,93.00,USD,160000,208000,-22%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS803,2022-08-27 22:05:00,2022-08-28 01:10:00,125,0,112.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320neo,A3,[Aegean],A3861,2022-08-27 10:25:00,2022-08-27 13:30:00,125,0,119.00,USD,124000,208000,-40%,2022-04-29 17:52:59
VIE,Austria,ATH,Greece,Airbus A320,OS,[Austrian],OS801,2022-08-27 09:35:00,2022-08-27 12:45:00,130,0,271.00,USD,150000,208000,-27%,2022-04-29 17:52:59
VIE,Austria,LIS,Portugal,Airbus A321,TP,[Tap Air Portugal],TP1271,2022-04-30 13:25:00,2022-04-30 16:00:00,215,0,342.00,USD,243000,274000,-11%,2022-04-29 17:52:59
VIE,Austria,LIS,Portugal,Airbus A321 (Sharklets),FR,[Ryanair],FR9704,2022-04-30 14:55:00,2022-04-30 17:30:00,215,0,358.00,USD,260000,274000,-5%,2022-04-29 17:52:59
VIE,Austria,LIS,Portugal,Airbus A320,TP,[Tap Air Portugal],TP1273,2022-05-02 19:55:00,2022-05-02 22:30:00,215,0,213.00,USD,241000,274000,-11%,2022-04-29 17:52:59
VIE,Austria,LIS,Portugal,Airbus A321 (Sharklets),FR,[Ryanair],FR9704,2022-05-02 14:25:00,2022-05-02 17:05:00,220,0,285.00,USD,260000,274000,-5%,2022-04-29 17:52:59
VIE,Austria,LIS,Portugal,Airbus A320neo,TP,[Tap Air Portugal],TP1271,2022-05-02 13:25:00,2022-05-02 16:00:00,215,0,328.00,USD,200000,274000,-26%,2022-04-29 17:52:59
